TransactionID,CardNumber,Merchant,Amount,PurchaseDatetime,CardIssuer
397884,285-83-6186,Facebook,4070.203048,2021-04-13 09:10:12Z,Capital One
746702,811-84-3310,Apple Inc.,5133.483624,2021-02-27 14:33:28Z,Maestro
987906,773-80-8680,It Smart Group,18802.72713,2021-06-16 12:43:32Z,Discover
613098,171-24-1530,Danone,9169.565667,2021-06-09 21:29:10Z,MasterCard
836434,110-44-7471,Comodo,13458.72958,2021-07-04 15:51:58Z,Citibank
961845,425-86-2712,Coca-Cola Company,10445.00976,2021-02-25 11:20:54Z,Bank of America
180547,830-04-7362,Facebook,7177.782088,2021-06-21 14:52:32Z,Visa
339809,564-28-0407,Apple Inc.,16450.18656,2021-04-08 18:46:46Z,Capital One
244222,077-14-3850,Vodafone,6879.876725,2021-02-01 15:17:04Z,UnionPay
175664,748-68-5701,AECOM,6039.539372,2021-09-06 20:17:42Z,Visa
256209,031-57-1657,Biolife Grup,4199.143813,2021-08-08 07:07:41Z,MasterCard
630615,142-35-0766,Comcast,4673.443459,2021-05-26 09:33:07Z,Citibank
261455,145-28-6565,21st Century Fox,12565.98467,2021-04-15 06:40:41Z,Bank of America
143019,112-63-6481,Telekom,560.8056848,2021-05-24 17:13:55Z,American Express
285056,853-42-5384,Areon Impex,19321.93447,2021-07-08 20:33:30Z,Maestro
241953,832-23-2782,AECOM,13140.87802,2021-07-07 10:51:28Z,Capital One
852130,702-72-3427,Demaco,17590.14375,2021-02-28 01:47:04Z,Maestro
554241,010-51-1700,Apple Inc.,3994.490591,2021-01-17 06:30:43Z,American Express
527480,355-41-2463,Biolife Grup,5457.598383,2021-01-19 15:29:21Z,Capital One
639737,725-05-6638,Comcast,10210.60036,2021-06-04 11:38:19Z,Maestro
705742,105-78-4218,Carrefour,5382.520947,2021-09-03 16:58:54Z,American Express
923570,043-88-2028,Coca-Cola Company,19822.77272,2021-08-22 17:44:49Z,Chase
538571,865-72-7506,ExxonMobil,8149.808215,2021-06-03 16:03:43Z,American Express
404708,565-50-8781,Biolife Grup,2973.522953,2021-07-09 03:06:29Z,Maestro
767896,358-87-6367,BuzzFeed,8033.294839,2021-06-29 04:21:24Z,Chase
134165,778-08-5267,Erickson,167.2561876,2021-06-25 02:44:18Z,Citibank
266483,322-56-6040,BuzzFeed,17727.95582,2021-02-08 07:35:03Z,American Express
611236,417-50-2805,Apple Inc.,3304.280775,2021-05-17 09:06:10Z,Bank of America
935011,478-77-0168,ExxonMobil,3163.667577,2021-06-14 14:42:10Z,Capital One
510686,057-47-0307,Danone,6586.479156,2021-07-30 22:26:39Z,Wells Fargo
250568,731-01-3327,Vodafone,13871.52513,2021-05-21 08:02:38Z,Wells Fargo
286763,084-76-7037,Team Guard SRL,18515.18943,2021-02-25 22:05:32Z,Chase
266005,667-88-5438,AECOM,10893.95958,2021-04-18 04:26:13Z,Capital One
133605,775-26-1206,Leadertech Consulting,76.70415539,2021-04-17 00:45:50Z,American Express
897980,723-13-7731,Metro Cash&Carry,15112.73366,2021-07-02 22:41:03Z,Chase
547896,377-16-0536,Boeing,1935.530505,2021-02-16 13:47:33Z,Wells Fargo
133886,588-25-0202,Comcast,16144.0171,2021-09-06 08:26:16Z,MasterCard
238209,573-50-0347,Metro Cash&Carry,4286.187526,2021-08-21 03:30:39Z,Capital One
801612,801-64-4471,BuzzFeed,17212.73023,2021-01-23 21:22:38Z,UnionPay
432865,354-16-2062,Facebook,8900.643237,2021-05-05 07:01:39Z,Visa
346327,837-86-6353,Carrefour,6310.299816,2021-07-22 06:28:08Z,Discover
437494,471-02-2438,ExxonMobil,7443.534227,2021-06-24 09:43:05Z,Capital One
142570,745-84-5503,Danone,17691.15489,2021-02-09 08:33:38Z,American Express
999771,542-35-2342,Apple Inc.,7342.88725,2021-05-19 16:56:25Z,Citibank
565945,161-78-0226,Amazon.com,12563.02012,2021-08-31 01:02:43Z,Bank of America
271559,100-74-7353,Vodafone,11205.17019,2021-02-17 16:18:02Z,Visa
851199,821-51-0773,Biolife Grup,7778.321033,2021-07-30 18:49:45Z,UnionPay
814542,500-88-5554,Amazon.com,14475.90819,2021-06-26 21:53:12Z,Citibank
862200,362-64-7780,Team Guard SRL,7670.743724,2021-03-25 09:01:30Z,Visa
420012,671-68-5564,Zepter,18117.4571,2021-04-14 14:46:58Z,Capital One
841334,060-11-2111,Telekom,11533.30717,2021-08-10 04:44:32Z,Bank of America
957961,682-81-7633,Leadertech Consulting,15334.74734,2021-08-26 07:07:11Z,American Express
380729,710-87-8515,Mars,16548.71205,2021-06-25 19:43:49Z,MasterCard
507513,804-18-1012,Amazon.com,13717.23213,2021-02-13 15:46:26Z,Capital One
918026,117-77-0065,CarMax,16806.89844,2021-01-05 02:08:40Z,Capital One
515813,624-13-0454,Apple Inc.,11754.13341,2021-08-18 06:33:48Z,Capital One
222446,328-13-7268,Carrefour,18313.57169,2021-01-24 11:21:19Z,MasterCard
681854,461-25-2550,Apple Inc.,1436.578909,2021-03-25 04:46:00Z,American Express
354591,347-47-0667,Comcast,4793.091149,2021-07-12 13:58:54Z,Discover
919912,134-35-4852,Carrefour,15220.72058,2021-07-14 02:03:04Z,Wells Fargo
227336,105-66-5586,Zepter,11239.48117,2021-05-26 09:25:51Z,Bank of America
382491,345-71-0885,21st Century Fox,11913.14359,2021-01-10 16:07:50Z,Capital One
800213,636-02-3822,Danone,9896.340514,2021-03-12 20:12:43Z,MasterCard
749524,583-85-7164,21st Century Fox,13489.86516,2021-03-29 16:06:38Z,Visa
440711,803-22-4017,Areon Impex,19476.69354,2021-08-19 06:29:24Z,Maestro
768517,824-65-1518,Danone,15183.7593,2021-02-26 14:44:49Z,Bank of America
201404,348-74-5400,UPC,6340.373392,2021-03-31 21:47:21Z,Discover
903150,075-68-1033,Danone,14622.35061,2021-08-22 02:23:23Z,Discover
200314,428-12-4181,Team Guard SRL,14901.81946,2021-08-27 19:52:50Z,Visa
346216,606-32-8656,BuzzFeed,10802.22691,2021-09-01 22:10:40Z,Discover
787868,810-82-6185,Danone,3205.873737,2021-04-25 01:55:07Z,Bank of America
799550,773-36-5267,DynCorp,4350.775773,2021-06-11 06:06:07Z,Wells Fargo
121891,011-20-5434,Zepter,8788.463632,2021-03-12 19:07:23Z,MasterCard
272708,181-68-1544,Danone,9389.888901,2021-07-12 07:35:54Z,UnionPay
727120,816-73-7264,UPC,10720.3632,2021-06-12 05:00:53Z,UnionPay
528864,637-18-8217,Vodafone,19193.1082,2021-08-04 08:10:25Z,Visa
909713,427-26-4174,Leadertech Consulting,8994.212526,2021-08-10 19:37:07Z,Chase
577409,232-33-8711,Mars,12300.17222,2021-02-16 05:06:05Z,MasterCard
156746,323-08-2058,Comcast,6845.098976,2021-04-27 17:43:38Z,Citibank
324853,001-78-5567,AECOM,7228.220072,2021-01-26 18:35:34Z,Wells Fargo
757862,478-83-4181,ExxonMobil,5468.872568,2021-04-19 12:10:50Z,MasterCard
397993,536-34-7814,UPC,5565.55384,2021-05-04 20:13:00Z,American Express
129997,478-07-6871,Mars,1366.823564,2021-01-12 05:32:16Z,Maestro
774499,031-21-8088,Global Print,5706.384814,2021-06-08 09:10:08Z,Wells Fargo
340751,842-34-2305,BuzzFeed,8476.039553,2021-09-05 05:56:28Z,Wells Fargo
651867,652-07-4277,Amazon.com,2019.640666,2021-06-12 20:44:17Z,Capital One
605574,458-65-8450,Comodo,5690.060296,2021-04-18 03:54:32Z,Bank of America
580599,760-55-5756,Amazon.com,4435.516348,2021-03-12 16:55:23Z,Maestro
958329,664-42-2061,CarMax,9984.95083,2021-06-30 02:01:13Z,Chase
712457,872-51-8188,BuzzFeed,15224.58081,2021-01-29 00:12:56Z,Citibank
541640,623-81-7544,Zepter,4079.126922,2021-05-04 01:07:15Z,American Express
908989,170-78-2658,Mars,17193.45953,2021-07-05 17:02:31Z,Capital One
828768,481-16-5303,Vodafone,8089.700553,2021-04-26 19:38:18Z,Bank of America
678331,682-58-1827,Vodafone,19503.44071,2021-01-23 22:43:18Z,Visa
717955,504-33-0552,Zepter,5652.006694,2021-07-20 10:54:23Z,Wells Fargo
953613,134-40-3885,DynCorp,2772.43898,2021-08-29 03:40:57Z,MasterCard
101691,438-28-8232,Comodo,8599.536212,2021-05-10 16:29:46Z,Capital One
202552,418-87-2656,Leadertech Consulting,14843.12908,2021-03-23 19:11:54Z,Discover
779997,160-61-7604,Zepter,5758.440611,2021-08-22 04:50:33Z,Chase
305586,348-14-6088,Leadertech Consulting,14335.59548,2021-03-28 13:53:44Z,Visa
418452,285-83-6186,Carrefour,12302.56212,2021-03-10 17:16:56Z,Chase
821674,811-84-3310,Team Guard SRL,7565.686395,2021-05-13 04:03:29Z,Discover
677822,773-80-8680,It Smart Group,5477.956085,2021-03-20 08:57:06Z,Capital One
857398,171-24-1530,AECOM,10944.42544,2021-05-06 17:57:37Z,Wells Fargo
403977,110-44-7471,Global Print,17038.99067,2021-06-26 09:49:12Z,Wells Fargo
218173,425-86-2712,Vodafone,12588.49732,2021-09-03 15:50:37Z,American Express
942824,830-04-7362,Comcast,16401.1236,2021-05-27 06:16:49Z,UnionPay
972651,564-28-0407,Metro Cash&Carry,6241.174359,2021-02-05 01:00:53Z,American Express
127575,077-14-3850,AECOM,12789.34141,2021-02-26 03:01:51Z,Chase
222077,748-68-5701,Areon Impex,4829.751635,2021-01-29 15:51:14Z,MasterCard
325191,348-14-6088,BuzzFeed,3894.166347,2021-02-07 05:28:51Z,Wells Fargo
425999,285-83-6186,Amazon.com,7774.954388,2021-04-26 22:52:45Z,Maestro
686538,811-84-3310,Apple Inc.,15850.98099,2021-03-07 05:09:30Z,Chase
613872,773-80-8680,UPC,8677.210065,2021-03-10 08:19:49Z,American Express
707690,171-24-1530,Boeing,12845.15067,2021-07-17 21:21:18Z,Discover
538454,110-44-7471,Areon Impex,1543.41258,2021-06-09 09:51:28Z,Chase
511089,425-86-2712,Metro Cash&Carry,13707.48663,2021-08-01 21:33:50Z,Bank of America
281059,830-04-7362,Coca-Cola Company,4385.218045,2021-03-12 07:20:53Z,Wells Fargo
959276,564-28-0407,Carrefour,1894.125225,2021-07-28 18:31:39Z,UnionPay
759193,077-14-3850,Vodafone,2667.378118,2021-02-04 21:26:36Z,Capital One
459921,748-68-5701,Areon Impex,3388.428466,2021-06-18 14:39:36Z,Capital One
650444,031-57-1657,AECOM,18985.14103,2021-06-20 05:27:08Z,American Express
792174,142-35-0766,Biolife Grup,10844.51642,2021-06-27 11:38:48Z,Maestro
876230,145-28-6565,Areon Impex,5531.95104,2021-08-29 12:10:52Z,UnionPay
571672,112-63-6481,Leadertech Consulting,15977.42831,2021-05-03 19:12:35Z,American Express
246935,853-42-5384,Boeing,13195.00699,2021-03-25 18:50:07Z,Chase
441808,832-23-2782,Team Guard SRL,9278.423227,2021-07-02 08:07:01Z,Discover
450886,702-72-3427,Telekom,4005.983902,2021-05-24 08:14:49Z,Visa
156280,010-51-1700,Danone,2264.297828,2021-08-06 07:00:27Z,Chase
516635,355-41-2463,Zepter,12194.09976,2021-02-14 20:12:04Z,Citibank
984452,725-05-6638,Metro Cash&Carry,15330.88323,2021-08-29 02:47:46Z,Capital One
600193,105-78-4218,Comcast,18661.21969,2021-01-22 18:13:01Z,Citibank
512125,043-88-2028,Telekom,14977.49555,2021-03-13 09:31:38Z,Chase
358653,865-72-7506,It Smart Group,6432.963526,2021-06-11 21:06:20Z,Citibank
821776,565-50-8781,Apple Inc.,2222.53304,2021-06-20 09:12:55Z,American Express
638608,358-87-6367,Erickson,308.8143055,2021-04-06 21:19:43Z,UnionPay
460865,778-08-5267,Global Print,9158.890589,2021-07-07 16:29:30Z,MasterCard
743474,322-56-6040,Demaco,19411.17941,2021-02-18 21:43:47Z,Bank of America
580275,417-50-2805,It Smart Group,10966.31433,2021-03-20 20:39:36Z,Maestro
502515,478-77-0168,Amazon.com,1573.505848,2021-02-07 21:47:56Z,Discover
258829,057-47-0307,ENEL,5150.099764,2021-05-09 13:56:17Z,Discover
753397,731-01-3327,Metro Cash&Carry,19801.60543,2021-05-08 08:05:28Z,Maestro
616621,084-76-7037,Coca-Cola Company,7707.507316,2021-05-16 19:10:04Z,Wells Fargo
749181,667-88-5438,Telekom,18440.9053,2021-01-01 00:34:22Z,Bank of America
374045,775-26-1206,Coca-Cola Company,17237.13322,2021-04-15 10:48:22Z,Discover
984274,723-13-7731,Mars,359.3581372,2021-08-19 03:00:51Z,Maestro
986124,377-16-0536,Carrefour,4662.483831,2021-01-20 14:16:35Z,Bank of America
158199,588-25-0202,Telekom,2017.705284,2021-01-31 12:29:49Z,Capital One
978342,573-50-0347,It Smart Group,13317.38885,2021-01-19 07:15:55Z,Citibank
255282,801-64-4471,Global Print,19083.69221,2021-09-01 05:20:18Z,MasterCard
694318,354-16-2062,Vodafone,11338.77098,2021-04-19 04:28:19Z,Visa
332638,837-86-6353,Biolife Grup,3261.429433,2021-01-12 17:07:36Z,UnionPay
429456,471-02-2438,Mars,17101.77684,2021-02-22 14:04:05Z,American Express
547329,745-84-5503,Boeing,3167.79808,2021-06-09 18:29:06Z,Discover
256478,542-35-2342,ENEL,8160.515637,2021-03-29 22:23:37Z,Citibank
270639,161-78-0226,Team Guard SRL,2468.030489,2021-03-12 02:53:53Z,Capital One
924025,100-74-7353,Apple Inc.,9884.199394,2021-04-10 00:44:17Z,Citibank
210671,821-51-0773,Comcast,3110.309349,2021-06-02 10:35:28Z,UnionPay
615540,500-88-5554,Vodafone,15932.11978,2021-03-10 22:00:46Z,Visa
956190,362-64-7780,Vodafone,14770.04383,2021-05-30 21:17:10Z,Chase
644983,671-68-5564,Carrefour,2404.174749,2021-03-15 19:21:38Z,Bank of America
247914,060-11-2111,Comcast,12179.87889,2021-07-25 02:22:24Z,Maestro
396043,682-81-7633,Demaco,18704.90685,2021-06-20 21:02:07Z,Capital One
366604,710-87-8515,Mars,4911.025672,2021-07-18 20:53:01Z,Chase
430764,804-18-1012,Vodafone,13824.65688,2021-07-30 15:48:04Z,Visa
488559,117-77-0065,21st Century Fox,15555.04534,2021-01-02 15:22:39Z,Discover
151202,624-13-0454,Amazon.com,18081.55379,2021-02-21 16:45:27Z,Wells Fargo
308024,328-13-7268,Metro Cash&Carry,4180.036667,2021-03-11 04:54:45Z,American Express
233345,461-25-2550,21st Century Fox,821.0630956,2021-03-09 12:06:08Z,MasterCard
873926,347-47-0667,Demaco,12610.72563,2021-06-06 10:20:36Z,Wells Fargo
109591,134-35-4852,Carrefour,3144.671344,2021-08-18 02:56:03Z,Citibank
835066,105-66-5586,Amazon.com,12579.59952,2021-06-28 14:03:06Z,American Express
101393,345-71-0885,Mars,13005.50136,2021-07-10 12:21:31Z,Chase
484464,636-02-3822,CarMax,7050.510478,2021-06-03 18:43:56Z,Wells Fargo
614092,583-85-7164,Comcast,3037.067598,2021-03-01 04:05:37Z,UnionPay
888916,803-22-4017,Mars,2829.836442,2021-07-10 18:02:46Z,Maestro
255521,824-65-1518,Danone,14872.16221,2021-04-14 22:05:50Z,Wells Fargo
187578,348-74-5400,Mars,12438.34555,2021-01-05 10:15:54Z,MasterCard
862793,075-68-1033,CarMax,7041.155364,2021-07-04 20:18:56Z,Capital One
490699,428-12-4181,ENEL,1791.290188,2021-08-11 11:47:14Z,Maestro
431329,606-32-8656,Zepter,440.7136276,2021-01-09 01:06:49Z,Maestro
656947,810-82-6185,Telekom,1474.860632,2021-03-31 11:58:55Z,Citibank
667042,773-36-5267,Mars,8410.022487,2021-02-12 01:33:10Z,UnionPay
105893,011-20-5434,Amazon.com,7344.531062,2021-06-30 02:02:28Z,MasterCard
963727,181-68-1544,Zepter,9332.01177,2021-03-13 04:47:57Z,American Express
212153,816-73-7264,Team Guard SRL,773.3302556,2021-08-31 15:46:36Z,Chase
646259,637-18-8217,Coca-Cola Company,12513.18666,2021-06-28 17:38:54Z,Capital One
713953,427-26-4174,Danone,14644.78302,2021-02-24 15:35:12Z,Bank of America
635940,232-33-8711,Vodafone,9293.297102,2021-06-16 01:22:06Z,MasterCard
367462,323-08-2058,Carrefour,15939.95554,2021-05-25 11:53:03Z,Citibank
169112,001-78-5567,Leadertech Consulting,8858.679771,2021-04-11 02:27:18Z,MasterCard
873816,478-83-4181,Boeing,12594.95229,2021-04-09 13:02:17Z,MasterCard
811540,536-34-7814,Amazon.com,13763.69229,2021-05-01 06:17:02Z,Discover
163616,478-07-6871,Demaco,2881.838241,2021-06-08 02:53:40Z,MasterCard
745401,031-21-8088,Telekom,7571.355686,2021-06-12 08:49:57Z,Chase
327799,842-34-2305,Boeing,5776.583893,2021-07-17 18:03:34Z,Bank of America
438667,652-07-4277,BuzzFeed,18387.78635,2021-01-02 15:30:38Z,Maestro
441920,458-65-8450,ENEL,17026.5731,2021-03-15 01:31:27Z,Capital One
352824,760-55-5756,Vodafone,17029.62267,2021-01-19 03:48:40Z,American Express
705188,664-42-2061,Biolife Grup,12087.84716,2021-03-06 12:22:13Z,UnionPay
322362,872-51-8188,Facebook,7799.704412,2021-07-08 14:41:50Z,UnionPay
990272,623-81-7544,Areon Impex,19371.3051,2021-03-02 19:27:33Z,Visa
359952,170-78-2658,Boeing,16956.99093,2021-02-07 09:53:23Z,Chase
169078,481-16-5303,21st Century Fox,8649.545467,2021-03-02 04:29:23Z,Bank of America
960174,682-58-1827,Vodafone,16061.56477,2021-04-09 19:15:22Z,MasterCard
769228,504-33-0552,It Smart Group,12420.65942,2021-05-04 17:33:56Z,Visa
761139,134-40-3885,Comcast,16743.5791,2021-03-14 19:55:44Z,MasterCard
150268,438-28-8232,Zepter,14640.05691,2021-09-06 10:42:30Z,UnionPay
971423,418-87-2656,Metro Cash&Carry,17243.76353,2021-06-30 17:32:30Z,American Express
320144,160-61-7604,Erickson,7589.393077,2021-08-02 17:09:57Z,Capital One
503317,348-14-6088,Biolife Grup,19664.98883,2021-05-05 11:03:28Z,Wells Fargo
433536,285-83-6186,Biolife Grup,11126.09453,2021-05-31 17:27:06Z,UnionPay
934939,811-84-3310,Facebook,16443.89261,2021-03-26 08:16:46Z,MasterCard
848002,773-80-8680,Biolife Grup,19942.2259,2021-05-11 08:45:07Z,Discover
459247,171-24-1530,Erickson,5653.178887,2021-07-22 18:32:37Z,Wells Fargo
317578,110-44-7471,Carrefour,3200.432132,2021-02-01 04:38:52Z,Citibank
261441,425-86-2712,ENEL,15995.17787,2021-06-19 20:50:31Z,Wells Fargo
434564,830-04-7362,Carrefour,3712.065101,2021-05-13 21:45:21Z,Wells Fargo
214881,564-28-0407,It Smart Group,7807.265476,2021-05-22 13:42:16Z,UnionPay
616029,077-14-3850,21st Century Fox,18464.87006,2021-04-11 07:25:43Z,UnionPay
404269,748-68-5701,Areon Impex,10244.58611,2021-03-28 05:13:11Z,Discover
784717,348-14-6088,Areon Impex,14987.07615,2021-07-26 19:53:22Z,UnionPay
307356,285-83-6186,Vodafone,18311.66484,2021-06-08 04:31:39Z,Bank of America
829900,811-84-3310,Global Print,2682.677568,2021-06-18 22:33:00Z,UnionPay
404114,773-80-8680,Coca-Cola Company,6506.543289,2021-05-16 03:56:05Z,MasterCard
143808,171-24-1530,Demaco,10614.9518,2021-01-24 14:30:11Z,Maestro
761881,110-44-7471,Comodo,14613.97836,2021-06-28 13:42:30Z,Discover
613838,425-86-2712,Zepter,18236.69462,2021-01-05 08:09:13Z,Bank of America
701856,830-04-7362,Team Guard SRL,17250.95531,2021-02-26 13:50:56Z,Bank of America
431155,564-28-0407,Telekom,720.3776594,2021-07-23 11:44:03Z,UnionPay
427323,077-14-3850,CarMax,10063.3423,2021-07-28 01:30:46Z,Discover
436147,748-68-5701,Carrefour,7318.372236,2021-02-19 03:54:29Z,Wells Fargo
489677,031-57-1657,Biolife Grup,15954.9697,2021-08-01 00:42:22Z,American Express
700310,142-35-0766,Demaco,15537.33504,2021-04-14 07:34:05Z,Capital One
663068,145-28-6565,Areon Impex,4852.343708,2021-06-13 18:45:15Z,UnionPay
912828,112-63-6481,ExxonMobil,3955.456531,2021-04-06 17:40:05Z,Maestro
254501,853-42-5384,Danone,18437.9607,2021-05-22 03:36:40Z,Visa
724123,832-23-2782,UPC,11549.47776,2021-06-14 13:49:35Z,American Express
617121,702-72-3427,Apple Inc.,4142.040818,2021-07-29 16:35:58Z,Capital One
841132,010-51-1700,CarMax,9245.352963,2021-02-02 22:41:02Z,UnionPay
967943,355-41-2463,Team Guard SRL,12708.87737,2021-08-07 15:13:00Z,Bank of America
179718,725-05-6638,Comcast,4719.230813,2021-03-26 18:58:37Z,Visa
659432,105-78-4218,21st Century Fox,1884.793006,2021-02-01 02:05:36Z,Wells Fargo
706476,043-88-2028,ExxonMobil,16797.83179,2021-08-09 05:32:35Z,Maestro
622564,865-72-7506,It Smart Group,5336.114342,2021-02-05 16:16:18Z,Chase
506538,565-50-8781,Boeing,7207.848998,2021-03-02 12:12:29Z,American Express
410861,358-87-6367,Mars,12633.11558,2021-05-17 12:37:05Z,Capital One
492038,778-08-5267,Comodo,17955.74426,2021-08-14 14:17:55Z,Maestro
419664,322-56-6040,AECOM,6249.795786,2021-02-23 03:12:45Z,Discover
689460,417-50-2805,DynCorp,16810.99652,2021-07-22 13:35:16Z,UnionPay
482029,478-77-0168,Leadertech Consulting,16847.7564,2021-05-14 03:50:38Z,MasterCard
170238,057-47-0307,Vodafone,13784.70549,2021-02-20 21:25:46Z,Chase
238675,731-01-3327,CarMax,5909.709019,2021-02-05 03:24:30Z,UnionPay
664102,084-76-7037,Leadertech Consulting,6890.910049,2021-03-23 17:30:41Z,Bank of America
190066,667-88-5438,Coca-Cola Company,1282.523366,2021-03-14 15:12:47Z,Visa
173945,775-26-1206,Mars,13021.54143,2021-02-17 10:15:18Z,Visa
130794,723-13-7731,Demaco,5016.659332,2021-06-22 12:34:25Z,Wells Fargo
742582,377-16-0536,Biolife Grup,16445.62233,2021-03-06 22:30:10Z,Wells Fargo
166410,588-25-0202,Boeing,1340.12274,2021-08-25 17:56:32Z,Bank of America
838659,573-50-0347,Facebook,6832.27434,2021-02-03 11:00:30Z,UnionPay
438879,801-64-4471,ENEL,13416.06913,2021-06-15 16:07:41Z,Visa
306035,354-16-2062,Erickson,14513.5577,2021-01-31 09:06:34Z,Visa
830092,837-86-6353,Global Print,195.6342693,2021-02-08 09:22:45Z,Visa
802456,471-02-2438,Global Print,6619.236673,2021-08-29 01:33:18Z,Discover
558727,745-84-5503,Demaco,3546.291423,2021-02-13 08:16:19Z,Wells Fargo
167868,542-35-2342,Coca-Cola Company,6244.927606,2021-01-18 19:39:51Z,Maestro
702673,161-78-0226,Metro Cash&Carry,2429.982534,2021-08-26 14:34:28Z,Discover
231655,100-74-7353,UPC,10139.33278,2021-06-02 06:23:36Z,MasterCard
419716,821-51-0773,BuzzFeed,1274.667523,2021-03-28 13:03:31Z,UnionPay
125661,500-88-5554,Areon Impex,16209.82017,2021-05-25 07:22:13Z,MasterCard
968321,362-64-7780,Amazon.com,2432.927157,2021-03-08 01:34:22Z,Visa
320951,671-68-5564,BuzzFeed,6154.719749,2021-03-14 02:19:05Z,Maestro
630323,060-11-2111,Biolife Grup,13334.72754,2021-03-02 04:10:07Z,Discover
474828,682-81-7633,UPC,12734.99506,2021-05-29 03:08:58Z,American Express
739185,710-87-8515,Facebook,12570.10282,2021-05-14 03:22:54Z,Maestro
221628,804-18-1012,AECOM,282.4996444,2021-05-27 05:44:27Z,Capital One
159406,117-77-0065,Comcast,18906.47372,2021-05-31 15:14:00Z,MasterCard
465344,624-13-0454,Erickson,1993.371636,2021-03-26 01:50:19Z,UnionPay
399684,328-13-7268,Zepter,17984.3353,2021-03-06 13:58:21Z,Bank of America
836704,461-25-2550,Boeing,1157.87885,2021-06-04 06:01:53Z,Wells Fargo
984040,347-47-0667,Zepter,1432.512141,2021-04-06 22:09:01Z,Discover
724803,134-35-4852,Global Print,1802.617275,2021-03-17 08:06:00Z,Discover
310244,105-66-5586,Apple Inc.,9432.073414,2021-06-27 13:31:19Z,Capital One
530751,345-71-0885,Facebook,8522.716845,2021-04-12 08:11:55Z,UnionPay
486578,636-02-3822,Team Guard SRL,11218.50188,2021-01-21 22:03:36Z,Visa
156287,583-85-7164,It Smart Group,18569.09138,2021-08-08 17:55:06Z,Bank of America
892650,803-22-4017,Areon Impex,11913.46088,2021-06-15 17:14:07Z,Chase
616695,824-65-1518,Team Guard SRL,6105.780284,2021-05-21 22:05:10Z,Chase
781336,348-74-5400,Leadertech Consulting,9663.147633,2021-07-31 17:08:21Z,Visa
710277,075-68-1033,Erickson,7843.616536,2021-04-04 11:11:28Z,UnionPay
975302,428-12-4181,CarMax,6671.556512,2021-06-07 04:50:24Z,Bank of America
157737,606-32-8656,DynCorp,3635.987585,2021-08-24 08:05:10Z,Discover
786884,810-82-6185,21st Century Fox,13981.19482,2021-07-09 22:39:08Z,Discover
713723,773-36-5267,Telekom,558.9706707,2021-04-28 10:22:05Z,American Express
303948,011-20-5434,Biolife Grup,1113.216636,2021-03-20 18:33:23Z,Wells Fargo
397416,181-68-1544,Vodafone,15489.24313,2021-07-21 15:35:26Z,Bank of America
154731,816-73-7264,Erickson,6453.218344,2021-04-10 01:56:03Z,Discover
937374,637-18-8217,AECOM,16419.39039,2021-06-05 19:56:30Z,Bank of America
521907,427-26-4174,UPC,16297.70676,2021-03-12 17:53:39Z,Citibank
139233,232-33-8711,Metro Cash&Carry,14010.45282,2021-03-05 20:10:28Z,American Express
705975,323-08-2058,21st Century Fox,4639.067503,2021-05-03 22:48:54Z,Wells Fargo
641372,001-78-5567,Amazon.com,4525.924401,2021-05-13 18:17:13Z,American Express
490119,478-83-4181,Mars,18512.74156,2021-06-06 07:23:33Z,Wells Fargo
559291,536-34-7814,Amazon.com,14457.43623,2021-07-11 06:31:23Z,UnionPay
532009,478-07-6871,Apple Inc.,5614.890343,2021-05-12 22:17:46Z,Bank of America
814877,031-21-8088,Apple Inc.,19806.66095,2021-02-23 05:36:54Z,MasterCard
316754,842-34-2305,Amazon.com,7496.766061,2021-02-06 22:21:43Z,Bank of America
450170,652-07-4277,It Smart Group,2536.043633,2021-03-08 14:45:02Z,MasterCard
294146,458-65-8450,Erickson,3900.012777,2021-03-17 11:22:13Z,UnionPay
684530,760-55-5756,UPC,12644.76446,2021-09-05 02:41:08Z,MasterCard
390478,664-42-2061,ENEL,16739.64615,2021-06-14 00:55:07Z,Citibank
631463,872-51-8188,21st Century Fox,6806.099077,2021-03-18 03:13:03Z,Wells Fargo
373646,623-81-7544,Demaco,16272.59614,2021-07-23 19:03:06Z,Maestro
231206,170-78-2658,Leadertech Consulting,2988.678085,2021-04-15 13:33:37Z,UnionPay
586376,481-16-5303,DynCorp,8357.47082,2021-01-10 04:14:04Z,Citibank
518720,682-58-1827,Amazon.com,2955.210949,2021-01-07 03:09:30Z,Citibank
114640,504-33-0552,Telekom,10206.95924,2021-04-19 07:32:06Z,UnionPay
669003,134-40-3885,It Smart Group,15501.2439,2021-03-18 11:11:13Z,Chase
664789,438-28-8232,Global Print,9258.805529,2021-06-15 21:30:31Z,American Express
381524,418-87-2656,Comodo,6857.996093,2021-07-11 04:42:54Z,Visa
443599,160-61-7604,Areon Impex,9359.850504,2021-07-02 17:04:51Z,Citibank
230490,348-14-6088,It Smart Group,10574.24905,2021-01-22 17:49:07Z,Maestro
706387,285-83-6186,Boeing,6360.566306,2021-08-17 20:09:33Z,Discover
691099,811-84-3310,Facebook,17553.71897,2021-01-05 13:49:23Z,Wells Fargo
237066,773-80-8680,Carrefour,4937.63465,2021-01-23 11:57:10Z,UnionPay
777655,171-24-1530,Comcast,16462.71166,2021-07-01 11:21:00Z,Capital One
247579,110-44-7471,Amazon.com,12090.36703,2021-07-06 19:53:05Z,Wells Fargo
