TransactionID,SenderAccountNumber,ReceiverAccountNumber,Amount,TransferDatetime
270982,072-25-7603,878-10-8537,71300.34374,2021-02-10 16:49:12Z
816535,567-41-5342,646-01-7012,41630.86256,2021-07-07 08:15:11Z
509439,576-44-1300,714-20-8170,91328.15569,2021-01-24 10:38:24Z
309549,211-84-4005,882-04-1325,1761.020911,2021-07-26 21:51:38Z
983621,684-88-2707,844-30-2613,83479.29814,2021-06-08 05:41:52Z
750045,256-10-2086,258-61-0744,127252.6505,2021-05-04 22:58:26Z
822950,802-72-0825,546-81-4528,58454.64489,2021-03-19 10:30:48Z
942424,857-13-2148,562-02-6725,87561.77886,2021-01-30 07:55:16Z
642634,426-78-2440,827-07-0132,121319.1548,2021-06-10 07:41:15Z
877932,833-10-4215,888-78-1742,45472.40253,2021-06-26 07:57:08Z
301703,724-64-0000,072-25-7603,79754.48537,2021-09-06 15:04:42Z
181550,513-53-4378,567-41-5342,182809.7392,2021-09-06 04:35:37Z
173107,726-25-8582,576-44-1300,172271.5282,2021-03-29 14:20:52Z
304415,211-26-8460,211-84-4005,118690.4705,2021-02-17 12:38:41Z
100710,140-01-8617,684-88-2707,12610.53277,2021-08-13 20:10:31Z
597070,671-30-0017,256-10-2086,50681.10672,2021-01-16 16:41:12Z
981287,027-30-2606,802-72-0825,140339.0991,2021-06-18 11:45:08Z
841376,406-42-0705,857-13-2148,62930.09468,2021-05-05 20:24:16Z
497313,332-18-5087,426-78-2440,65307.32281,2021-06-27 04:46:26Z
137545,673-72-3828,833-10-4215,108049.3424,2021-07-06 19:04:51Z
598904,866-20-8743,724-64-0000,36398.18335,2021-03-05 04:41:40Z
639308,266-30-3668,513-53-4378,178092.5472,2021-03-04 02:52:04Z
159128,435-57-2316,726-25-8582,111063.627,2021-07-01 22:29:41Z
275184,885-18-6760,211-26-8460,148253.3261,2021-08-30 06:36:49Z
763494,561-13-2636,140-01-8617,112099.9383,2021-04-19 00:42:41Z
224608,574-27-2386,671-30-0017,82675.0522,2021-08-25 20:20:19Z
599359,736-32-4742,027-30-2606,1718.48979,2021-06-30 03:42:27Z
471776,034-82-4477,406-42-0705,188441.5867,2021-06-26 08:06:51Z
531802,338-58-6732,332-18-5087,32472.14743,2021-04-10 11:43:20Z
138614,431-70-1077,673-72-3828,13876.94311,2021-03-10 10:16:51Z
425445,281-25-1765,866-20-8743,61237.43824,2021-03-12 18:58:01Z
902242,625-82-2217,266-30-3668,94213.91786,2021-08-14 20:45:54Z
786853,312-78-2310,435-57-2316,81381.61199,2021-05-28 01:41:20Z
212140,430-04-5447,885-18-6760,163945.062,2021-06-14 09:45:47Z
239339,650-63-6154,561-13-2636,158981.4723,2021-03-09 22:42:33Z
512034,875-13-4278,574-27-2386,137666.2994,2021-03-17 19:00:26Z
401975,566-83-8044,736-32-4742,65883.20028,2021-08-19 11:25:02Z
306127,532-16-1750,034-82-4477,47829.46603,2021-02-11 11:19:50Z
984128,683-00-5812,338-58-6732,24884.38915,2021-01-15 16:48:17Z
133646,060-21-3317,431-70-1077,117318.3247,2021-02-17 10:50:05Z
427464,611-71-0203,281-25-1765,145472.0089,2021-05-28 10:51:38Z
988777,820-62-2326,625-82-2217,10643.15327,2021-05-19 22:15:00Z
189634,402-45-6427,312-78-2310,100873.7948,2021-08-25 01:53:11Z
105453,827-22-6062,430-04-5447,34061.51152,2021-01-26 17:36:03Z
916581,624-06-2107,566-83-8044,182586.6999,2021-03-18 16:41:02Z
326411,534-06-7335,532-16-1750,23731.87804,2021-01-30 15:11:43Z
699145,246-87-3132,566-83-8044,87991.4842,2021-04-18 15:46:46Z
711685,434-24-5776,532-16-1750,159550.6508,2021-04-29 17:45:29Z
245857,062-18-1716,650-63-6154,139253.1401,2021-05-16 05:27:55Z
690984,762-54-2442,875-13-4278,138095.1595,2021-03-18 03:13:23Z
842046,174-15-3773,566-83-8044,30257.08992,2021-08-18 18:25:58Z
206666,305-46-6381,532-16-1750,56644.54568,2021-05-19 10:15:54Z
828894,736-31-5657,683-00-5812,39171.75542,2021-04-19 16:10:39Z
594699,745-50-1433,060-21-3317,10441.79261,2021-05-17 01:51:21Z
786146,830-52-1651,611-71-0203,153980.9146,2021-04-30 14:04:01Z
862091,338-58-3601,820-62-2326,66080.76503,2021-08-29 04:46:31Z
432679,248-16-4677,402-45-6427,159172.693,2021-02-27 11:27:25Z
394255,228-00-7826,827-22-6062,166720.4204,2021-03-16 08:44:01Z
260346,576-22-2236,624-06-2107,30712.54975,2021-08-05 18:33:57Z
817655,025-44-7058,534-06-7335,137616.8576,2021-06-27 08:52:30Z
967452,236-84-3454,246-87-3132,76910.09385,2021-09-06 22:36:27Z
391510,600-23-4656,434-24-5776,63084.91546,2021-03-22 09:06:09Z
314925,871-10-4712,062-18-1716,131843.7275,2021-08-05 04:55:18Z
548252,785-65-8200,762-54-2442,55857.6799,2021-07-30 12:42:57Z
448796,048-82-5416,174-15-3773,25475.27895,2021-07-16 01:29:49Z
723137,483-67-1026,305-46-6381,136090.4624,2021-05-26 00:56:11Z
810539,525-77-1330,736-31-5657,137497.4888,2021-07-30 17:30:19Z
941047,045-61-4184,745-50-1433,79025.85184,2021-03-12 22:31:17Z
693192,050-61-7466,830-52-1651,85102.85251,2021-08-02 10:51:41Z
290130,855-21-8447,338-58-3601,41093.78904,2021-07-15 04:53:30Z
141750,886-51-1363,248-16-4677,1151.24125,2021-08-24 19:47:38Z
369887,088-56-6634,228-00-7826,74010.91319,2021-06-26 20:45:05Z
411964,883-66-3870,576-22-2236,29280.14008,2021-07-17 20:33:22Z
396824,423-13-4375,025-44-7058,61272.202,2021-07-31 14:10:01Z
424282,262-68-1121,236-84-3454,90822.86812,2021-02-05 20:01:01Z
690133,560-48-1425,600-23-4656,178570.8766,2021-04-19 11:21:57Z
630620,415-36-3166,871-10-4712,87553.57139,2021-04-17 20:04:44Z
587442,272-72-6427,785-65-8200,10340.75986,2021-04-21 12:55:28Z
130048,705-77-5861,048-82-5416,66021.92243,2021-02-12 09:09:53Z
403651,726-55-0272,483-67-1026,39479.44593,2021-07-28 02:12:11Z
475034,738-62-1855,525-77-1330,131868.9279,2021-06-18 16:18:38Z
907356,241-68-2480,045-61-4184,23994.81878,2021-05-26 16:06:54Z
930406,535-50-6535,050-61-7466,55346.37765,2021-05-20 15:06:37Z
989843,145-15-6482,855-21-8447,172181.3999,2021-08-16 01:13:32Z
401513,566-64-8428,886-51-1363,31414.59964,2021-06-15 00:34:09Z
971811,430-15-6024,088-56-6634,28658.89063,2021-02-01 20:04:14Z
492624,653-40-1765,883-66-3870,3840.13319,2021-02-01 11:50:09Z
359947,178-66-4118,423-13-4375,73233.82133,2021-08-11 04:06:25Z
410063,852-00-8323,262-68-1121,8637.755316,2021-08-25 21:46:37Z
429746,514-65-8714,560-48-1425,185812.1396,2021-05-02 17:10:12Z
831772,878-10-8537,415-36-3166,80564.74935,2021-08-12 12:24:19Z
966109,646-01-7012,272-72-6427,27623.86958,2021-02-01 02:46:35Z
559965,714-20-8170,705-77-5861,66823.04573,2021-01-23 21:54:38Z
839993,882-04-1325,726-55-0272,81290.04627,2021-03-22 18:15:57Z
490044,844-30-2613,738-62-1855,38999.30349,2021-07-16 13:26:19Z
688608,258-61-0744,241-68-2480,179016.4765,2021-07-14 11:43:26Z
481824,546-81-4528,535-50-6535,154804.8302,2021-09-03 14:20:46Z
838930,562-02-6725,145-15-6482,90927.49409,2021-06-05 00:00:34Z
179390,827-07-0132,566-64-8428,127788.764,2021-03-23 15:52:48Z
374196,888-78-1742,430-15-6024,356.232777,2021-04-29 05:44:08Z
256024,072-25-7603,653-40-1765,127546.7442,2021-06-20 07:35:27Z
779152,567-41-5342,178-66-4118,153075.6683,2021-04-02 17:08:52Z
940148,576-44-1300,852-00-8323,57976.51305,2021-03-03 22:28:03Z
555798,211-84-4005,514-65-8714,161888.6323,2021-07-17 21:38:00Z
328074,684-88-2707,878-10-8537,7393.322328,2021-04-23 12:16:26Z
967101,256-10-2086,646-01-7012,65263.52495,2021-03-26 01:21:24Z
456969,802-72-0825,714-20-8170,155461.4519,2021-04-06 18:55:00Z
247784,857-13-2148,882-04-1325,72978.51911,2021-05-17 05:17:16Z
765126,426-78-2440,844-30-2613,163147.8254,2021-08-05 04:46:48Z
188268,833-10-4215,258-61-0744,101900.0751,2021-06-27 21:25:46Z
588846,724-64-0000,546-81-4528,26033.07457,2021-01-09 01:35:00Z
735606,513-53-4378,562-02-6725,190093.8451,2021-05-28 04:44:34Z
952370,726-25-8582,827-07-0132,96596.25348,2021-08-01 17:00:13Z
367101,211-26-8460,888-78-1742,251.6972355,2021-03-26 02:56:53Z
124757,140-01-8617,072-25-7603,164820.6448,2021-09-01 15:44:12Z
645226,671-30-0017,567-41-5342,159052.7465,2021-03-09 11:48:04Z
382898,027-30-2606,576-44-1300,74139.54083,2021-07-27 08:32:07Z
859105,406-42-0705,211-84-4005,131151.0442,2021-02-22 05:11:53Z
899568,332-18-5087,684-88-2707,20433.0208,2021-03-22 03:05:16Z
466152,673-72-3828,256-10-2086,49715.92038,2021-07-28 20:16:10Z
901045,866-20-8743,802-72-0825,139063.1992,2021-01-28 05:33:58Z
527981,266-30-3668,857-13-2148,118570.5404,2021-01-29 14:17:23Z
609570,435-57-2316,426-78-2440,141574.7884,2021-06-09 01:00:30Z
216266,885-18-6760,833-10-4215,45620.72687,2021-06-28 01:42:51Z
452319,561-13-2636,724-64-0000,114986.2001,2021-03-21 22:17:55Z
160936,574-27-2386,513-53-4378,174772.4472,2021-03-30 22:42:35Z
133431,736-32-4742,726-25-8582,15480.38561,2021-05-08 01:07:05Z
617214,034-82-4477,211-26-8460,195029.2914,2021-05-05 11:24:28Z
448841,338-58-6732,140-01-8617,171605.2913,2021-08-22 18:34:29Z
790368,431-70-1077,671-30-0017,94457.3088,2021-04-14 08:28:07Z
742706,281-25-1765,027-30-2606,43195.18479,2021-06-01 22:17:02Z
218876,625-82-2217,406-42-0705,138381.7699,2021-04-06 19:19:00Z
777865,312-78-2310,332-18-5087,97748.35362,2021-04-13 12:24:52Z
412341,430-04-5447,673-72-3828,11226.48966,2021-02-01 20:24:45Z
979897,650-63-6154,866-20-8743,178065.5996,2021-07-22 15:09:29Z
922898,875-13-4278,266-30-3668,129988.9284,2021-04-06 08:20:27Z
810781,566-83-8044,435-57-2316,40762.27624,2021-04-13 04:23:16Z
265495,532-16-1750,885-18-6760,107128.8753,2021-08-05 14:05:11Z
960234,683-00-5812,561-13-2636,133935.9878,2021-04-12 13:47:02Z
563104,060-21-3317,574-27-2386,35055.39566,2021-06-29 04:27:21Z
705737,611-71-0203,736-32-4742,167024.2254,2021-07-24 22:06:16Z
561114,820-62-2326,034-82-4477,65155.57438,2021-03-26 11:57:46Z
769026,402-45-6427,338-58-6732,113227.112,2021-08-30 13:03:01Z
927925,827-22-6062,431-70-1077,121344.1497,2021-03-16 19:06:40Z
813514,624-06-2107,281-25-1765,19383.41524,2021-04-05 06:11:39Z
108861,534-06-7335,625-82-2217,113416.6443,2021-06-26 02:54:41Z
493354,246-87-3132,312-78-2310,9971.751367,2021-02-15 22:23:41Z
256691,434-24-5776,430-04-5447,157782.1584,2021-06-28 01:31:55Z
330218,062-18-1716,312-78-2310,23965.24105,2021-05-18 10:01:00Z
847132,762-54-2442,430-04-5447,133539.7408,2021-03-23 01:09:45Z
259312,174-15-3773,312-78-2310,96494.25068,2021-05-29 22:05:47Z
787703,305-46-6381,312-78-2310,65509.61902,2021-02-14 17:05:20Z
135188,736-31-5657,430-04-5447,24442.61696,2021-05-13 20:50:33Z
121724,745-50-1433,650-63-6154,79058.6914,2021-01-14 21:02:45Z
308063,830-52-1651,875-13-4278,110391.405,2021-07-06 03:35:33Z
655877,338-58-3601,566-83-8044,56338.91691,2021-01-13 02:41:58Z
182404,248-16-4677,532-16-1750,97840.48194,2021-08-23 19:36:58Z
591076,228-00-7826,683-00-5812,39229.89524,2021-01-09 06:16:52Z
599673,576-22-2236,060-21-3317,92243.86565,2021-05-22 07:00:11Z
382100,025-44-7058,611-71-0203,41576.05346,2021-07-05 11:38:31Z
446926,236-84-3454,820-62-2326,14373.4278,2021-05-23 09:49:25Z
386982,600-23-4656,402-45-6427,35286.64211,2021-09-06 20:29:51Z
881754,871-10-4712,827-22-6062,94470.21032,2021-08-26 13:33:21Z
824628,785-65-8200,624-06-2107,78297.46536,2021-07-23 01:07:55Z
354762,048-82-5416,534-06-7335,161997.84,2021-08-16 19:45:54Z
168561,483-67-1026,246-87-3132,146981.9061,2021-07-22 06:18:02Z
325134,525-77-1330,434-24-5776,82843.2141,2021-02-24 14:13:09Z
719350,045-61-4184,062-18-1716,110989.3874,2021-01-20 21:10:09Z
788313,050-61-7466,762-54-2442,52567.42736,2021-08-27 22:54:54Z
571722,855-21-8447,174-15-3773,90486.37179,2021-03-13 18:19:34Z
732061,886-51-1363,305-46-6381,57607.30717,2021-09-05 14:02:31Z
559909,088-56-6634,736-31-5657,182296.3742,2021-04-03 14:25:30Z
496632,883-66-3870,745-50-1433,64483.46034,2021-06-15 08:23:29Z
923414,423-13-4375,830-52-1651,114815.286,2021-05-31 07:55:43Z
682683,262-68-1121,338-58-3601,118337.5948,2021-02-04 15:58:20Z
284810,560-48-1425,248-16-4677,183909.097,2021-02-09 14:48:02Z
191087,415-36-3166,228-00-7826,171455.4862,2021-08-29 20:57:29Z
604494,272-72-6427,576-22-2236,69006.19726,2021-03-21 16:21:26Z
917268,705-77-5861,025-44-7058,106496.5047,2021-08-01 10:42:51Z
749577,726-55-0272,236-84-3454,117735.9621,2021-05-15 22:16:28Z
957437,738-62-1855,600-23-4656,41159.64119,2021-05-18 15:15:51Z
617571,241-68-2480,871-10-4712,66564.6133,2021-05-10 21:19:33Z
823691,535-50-6535,785-65-8200,99688.10059,2021-02-03 21:51:36Z
670372,145-15-6482,048-82-5416,120631.3637,2021-08-21 09:45:13Z
222278,566-64-8428,483-67-1026,79024.39608,2021-09-02 22:15:22Z
458940,430-15-6024,525-77-1330,99619.62852,2021-04-13 08:58:21Z
629533,653-40-1765,045-61-4184,99050.50372,2021-02-09 09:36:07Z
666281,178-66-4118,050-61-7466,167624.9112,2021-01-21 19:32:33Z
654517,852-00-8323,855-21-8447,49493.76487,2021-08-19 16:34:54Z
289791,514-65-8714,886-51-1363,153554.2734,2021-06-04 11:55:54Z
298763,878-10-8537,088-56-6634,183055.0286,2021-05-10 17:17:58Z
409833,646-01-7012,883-66-3870,159794.6348,2021-04-27 18:01:38Z
419531,714-20-8170,423-13-4375,79942.33543,2021-07-26 02:05:50Z
441688,882-04-1325,262-68-1121,168904.9704,2021-02-28 15:19:51Z
511916,844-30-2613,560-48-1425,122231.3579,2021-07-08 03:42:41Z
618585,258-61-0744,415-36-3166,106359.5019,2021-02-28 18:19:29Z
895260,546-81-4528,272-72-6427,17021.86942,2021-06-29 09:51:12Z
666149,562-02-6725,705-77-5861,58317.50003,2021-02-03 22:03:01Z
394769,827-07-0132,726-55-0272,41768.26737,2021-08-06 18:50:48Z
533307,888-78-1742,738-62-1855,1097.741604,2021-05-03 16:41:03Z
493310,072-25-7603,241-68-2480,77694.76764,2021-05-01 17:24:36Z
247395,567-41-5342,535-50-6535,195102.3193,2021-05-19 00:49:20Z
871772,576-44-1300,145-15-6482,36398.83825,2021-01-23 07:26:54Z
274293,211-84-4005,566-64-8428,7954.46572,2021-05-14 17:46:41Z
674297,684-88-2707,430-15-6024,185143.5281,2021-04-12 17:09:30Z
369956,256-10-2086,653-40-1765,145035.9008,2021-06-24 14:49:42Z
261229,802-72-0825,178-66-4118,183025.7748,2021-03-01 11:41:06Z
253767,857-13-2148,852-00-8323,43381.89325,2021-04-02 21:43:40Z
221457,426-78-2440,514-65-8714,156229.0972,2021-06-08 11:50:37Z
619447,833-10-4215,878-10-8537,146394.0896,2021-03-15 08:11:53Z
684674,724-64-0000,646-01-7012,123916.7384,2021-05-03 13:18:36Z
176722,513-53-4378,714-20-8170,147769.3752,2021-05-22 19:23:36Z
785619,726-25-8582,882-04-1325,89725.82594,2021-04-14 22:02:43Z
682220,211-26-8460,844-30-2613,149901.6764,2021-06-30 16:16:05Z
195878,140-01-8617,258-61-0744,190837.0472,2021-03-25 10:31:11Z
575102,671-30-0017,546-81-4528,56668.95903,2021-08-07 11:39:54Z
996576,027-30-2606,562-02-6725,34610.31193,2021-01-28 03:30:58Z
764936,406-42-0705,827-07-0132,183951.1095,2021-03-19 07:18:26Z
623357,332-18-5087,888-78-1742,104932.2901,2021-07-16 11:33:36Z
233537,673-72-3828,072-25-7603,167007.8184,2021-01-18 07:49:42Z
909323,866-20-8743,567-41-5342,179843.4481,2021-01-18 19:29:09Z
995007,266-30-3668,576-44-1300,118363.386,2021-06-13 18:15:11Z
374522,435-57-2316,211-84-4005,27834.37299,2021-01-22 14:58:36Z
738146,885-18-6760,684-88-2707,123208.186,2021-04-25 04:54:58Z
357928,561-13-2636,256-10-2086,16356.06708,2021-02-06 03:18:14Z
321148,574-27-2386,802-72-0825,27136.58574,2021-08-15 21:37:06Z
264401,736-32-4742,857-13-2148,76844.0815,2021-01-13 01:17:53Z
981109,034-82-4477,426-78-2440,72076.22826,2021-01-04 17:42:43Z
906237,338-58-6732,833-10-4215,155368.3837,2021-08-18 06:02:39Z
700582,431-70-1077,724-64-0000,141180.1024,2021-05-27 19:51:47Z
844058,281-25-1765,513-53-4378,105919.7159,2021-01-29 13:28:52Z
721554,625-82-2217,726-25-8582,194614.1543,2021-03-18 13:06:46Z
905812,312-78-2310,211-26-8460,41619.3689,2021-07-05 06:38:09Z
443857,430-04-5447,140-01-8617,181456.2128,2021-02-12 15:34:55Z
536308,650-63-6154,671-30-0017,81779.29719,2021-08-26 05:15:04Z
559147,875-13-4278,027-30-2606,166590.2184,2021-06-19 02:08:31Z
233718,566-83-8044,406-42-0705,188079.0256,2021-08-06 11:48:25Z
381036,532-16-1750,332-18-5087,141217.9446,2021-09-05 06:47:14Z
477737,683-00-5812,673-72-3828,167801.2168,2021-08-01 16:19:23Z
626741,060-21-3317,866-20-8743,124372.6572,2021-08-30 08:08:06Z
692105,611-71-0203,266-30-3668,61634.42547,2021-07-05 01:53:13Z
436941,820-62-2326,435-57-2316,151789.818,2021-04-17 22:32:37Z
900375,402-45-6427,885-18-6760,184051.73,2021-06-06 02:39:52Z
992259,827-22-6062,561-13-2636,190544.2062,2021-04-11 16:27:06Z
253221,624-06-2107,574-27-2386,75073.36393,2021-03-27 02:28:56Z
498875,534-06-7335,736-32-4742,1901.106686,2021-04-27 01:47:43Z
624299,246-87-3132,034-82-4477,153731.0747,2021-06-15 18:35:58Z
323122,434-24-5776,338-58-6732,113714.438,2021-06-18 02:30:23Z
175267,062-18-1716,431-70-1077,190094.8169,2021-03-14 11:38:43Z
986640,762-54-2442,281-25-1765,113978.6107,2021-05-08 11:11:40Z
388940,174-15-3773,625-82-2217,38506.74467,2021-03-23 02:57:24Z
939991,305-46-6381,312-78-2310,126099.0518,2021-09-06 02:49:34Z
251361,736-31-5657,430-04-5447,118432.0492,2021-01-07 22:03:03Z
972174,745-50-1433,875-13-4278,168090.6862,2021-05-04 07:27:56Z
546019,830-52-1651,566-83-8044,148951.2427,2021-06-06 03:02:22Z
179506,338-58-3601,875-13-4278,16473.53539,2021-03-27 11:08:14Z
216235,248-16-4677,566-83-8044,45107.8563,2021-08-20 19:23:18Z
294769,228-00-7826,875-13-4278,85393.53109,2021-07-28 09:54:24Z
846521,576-22-2236,566-83-8044,145616.293,2021-04-23 12:54:02Z
896668,025-44-7058,650-63-6154,155198.6148,2021-02-12 16:46:18Z
661268,236-84-3454,875-13-4278,14498.39313,2021-07-29 14:15:47Z
688584,600-23-4656,566-83-8044,4887.420142,2021-08-05 05:02:45Z
862508,871-10-4712,532-16-1750,71946.8977,2021-02-09 18:23:58Z
368348,785-65-8200,683-00-5812,172613.9339,2021-06-04 16:16:27Z
550935,048-82-5416,060-21-3317,199491.7784,2021-01-13 08:04:33Z
678237,483-67-1026,611-71-0203,51354.41911,2021-06-10 05:16:27Z
215276,525-77-1330,820-62-2326,130156.8089,2021-02-05 13:58:17Z
359538,045-61-4184,402-45-6427,27570.47342,2021-07-01 10:09:03Z
413199,050-61-7466,827-22-6062,159208.1075,2021-01-10 17:39:57Z
935593,855-21-8447,624-06-2107,179500.5794,2021-09-02 12:02:05Z
857291,886-51-1363,534-06-7335,8963.467296,2021-06-14 06:48:34Z
886216,088-56-6634,246-87-3132,111478.5896,2021-02-28 20:50:46Z
640218,883-66-3870,434-24-5776,63316.37609,2021-03-01 08:41:53Z
417402,423-13-4375,062-18-1716,32262.12703,2021-04-14 02:53:13Z
323773,262-68-1121,762-54-2442,135147.6319,2021-01-14 02:21:32Z
591965,560-48-1425,174-15-3773,189439.6051,2021-02-17 03:16:54Z
396959,415-36-3166,305-46-6381,161581.8668,2021-02-01 04:58:03Z
630419,272-72-6427,736-31-5657,72428.75722,2021-08-22 21:31:19Z
217710,705-77-5861,745-50-1433,17559.04372,2021-01-05 04:28:04Z
866194,726-55-0272,830-52-1651,40897.05222,2021-01-23 14:09:23Z
334320,738-62-1855,338-58-3601,149745.9757,2021-05-30 21:34:20Z
218615,241-68-2480,248-16-4677,98659.72013,2021-08-08 09:03:46Z
163090,535-50-6535,228-00-7826,32929.57342,2021-07-02 00:31:22Z
662327,145-15-6482,576-22-2236,62804.72146,2021-09-06 03:53:31Z
136960,566-64-8428,025-44-7058,189890.5735,2021-07-07 22:26:29Z
307604,430-15-6024,236-84-3454,162139.7107,2021-08-19 16:44:13Z
802030,653-40-1765,600-23-4656,147104.3691,2021-02-03 12:46:41Z
162341,178-66-4118,871-10-4712,170399.355,2021-07-28 12:49:10Z
487578,852-00-8323,785-65-8200,137599.4397,2021-05-19 06:33:39Z
835256,514-65-8714,048-82-5416,175641.9283,2021-01-07 18:37:56Z
146543,878-10-8537,483-67-1026,87144.83499,2021-07-03 13:14:46Z
282662,646-01-7012,525-77-1330,62327.5777,2021-02-23 12:02:46Z
922519,714-20-8170,045-61-4184,115481.8087,2021-01-13 08:45:58Z
137980,882-04-1325,050-61-7466,139450.2064,2021-02-25 13:47:17Z
889601,844-30-2613,855-21-8447,84010.64414,2021-03-10 04:37:04Z
385250,258-61-0744,886-51-1363,36336.42686,2021-06-07 09:37:25Z
533607,546-81-4528,088-56-6634,146068.6798,2021-06-20 16:47:10Z
162638,562-02-6725,883-66-3870,112923.8259,2021-08-01 18:28:17Z
147227,827-07-0132,423-13-4375,319.78666,2021-01-16 05:06:51Z
461426,888-78-1742,262-68-1121,34735.34675,2021-04-19 20:17:11Z
957729,072-25-7603,560-48-1425,140423.9307,2021-02-27 04:35:32Z
735798,567-41-5342,415-36-3166,148990.0843,2021-03-21 05:00:51Z
821247,576-44-1300,272-72-6427,186081.7492,2021-01-17 01:31:34Z
981836,211-84-4005,705-77-5861,115686.8209,2021-04-09 02:07:07Z
895108,684-88-2707,726-55-0272,33864.24474,2021-06-09 21:46:02Z
344838,256-10-2086,738-62-1855,113464.0133,2021-03-06 02:24:15Z
451084,802-72-0825,241-68-2480,128237.3631,2021-06-10 12:46:38Z
170158,857-13-2148,535-50-6535,155709.0303,2021-08-16 07:47:56Z
723000,426-78-2440,145-15-6482,4917.439405,2021-07-03 13:31:32Z
464792,833-10-4215,566-64-8428,37519.81387,2021-02-18 17:15:58Z
414588,724-64-0000,430-15-6024,122416.5685,2021-06-10 17:13:42Z
845088,513-53-4378,653-40-1765,156948.3756,2021-01-16 13:26:47Z
231962,726-25-8582,178-66-4118,164792.0561,2021-07-28 17:16:34Z
142884,211-26-8460,852-00-8323,177657.373,2021-02-11 07:58:04Z
647787,140-01-8617,514-65-8714,153182.6529,2021-03-06 22:50:34Z
956385,671-30-0017,878-10-8537,137094.1482,2021-03-23 00:06:16Z
818391,027-30-2606,646-01-7012,137983.8862,2021-01-27 00:35:09Z
466323,406-42-0705,714-20-8170,10230.41081,2021-07-26 12:41:17Z
609992,332-18-5087,882-04-1325,193285.3573,2021-03-18 10:36:00Z
522023,673-72-3828,844-30-2613,172914.8708,2021-03-11 19:48:50Z
850314,866-20-8743,258-61-0744,92414.20404,2021-04-06 13:44:43Z
244340,266-30-3668,546-81-4528,136548.9609,2021-08-16 20:28:36Z
212213,435-57-2316,562-02-6725,78478.04286,2021-04-15 07:05:11Z
682564,885-18-6760,827-07-0132,90412.3731,2021-08-05 12:03:26Z
941092,561-13-2636,888-78-1742,112341.5977,2021-02-05 12:54:17Z
258985,574-27-2386,072-25-7603,121711.9324,2021-06-01 02:38:28Z
589332,736-32-4742,567-41-5342,121579.2686,2021-08-01 00:55:05Z
132213,034-82-4477,576-44-1300,138713.909,2021-01-31 08:48:48Z
531885,338-58-6732,211-84-4005,149642.9901,2021-03-02 19:17:28Z
226127,431-70-1077,684-88-2707,136884.8086,2021-08-08 16:17:01Z
860225,281-25-1765,256-10-2086,49317.48111,2021-06-01 08:27:31Z
583608,625-82-2217,802-72-0825,115317.8364,2021-03-29 13:03:20Z
247176,312-78-2310,857-13-2148,163538.6368,2021-01-13 01:54:45Z
789451,430-04-5447,426-78-2440,169089.267,2021-08-03 00:02:29Z
167030,650-63-6154,833-10-4215,138515.3096,2021-02-19 05:46:12Z
807509,875-13-4278,724-64-0000,114289.6405,2021-08-11 05:15:54Z
911177,566-83-8044,513-53-4378,75766.73768,2021-07-09 00:56:36Z
828021,532-16-1750,726-25-8582,56324.72593,2021-03-19 11:00:42Z
220515,683-00-5812,211-26-8460,52296.86076,2021-04-07 08:26:51Z
502076,060-21-3317,140-01-8617,158382.6083,2021-06-01 02:36:53Z
841645,611-71-0203,671-30-0017,92198.6561,2021-03-27 01:42:54Z
626778,820-62-2326,027-30-2606,100522.4232,2021-02-25 12:54:13Z
150843,402-45-6427,406-42-0705,133682.4861,2021-08-27 12:20:50Z
587489,827-22-6062,332-18-5087,187911.2162,2021-02-11 18:19:36Z
320413,624-06-2107,673-72-3828,97665.86968,2021-05-30 18:09:38Z
122875,534-06-7335,866-20-8743,180432.6344,2021-01-17 10:28:36Z
518691,246-87-3132,266-30-3668,95500.68177,2021-03-31 19:23:57Z
630873,434-24-5776,435-57-2316,42435.75755,2021-08-28 13:26:10Z
775928,062-18-1716,885-18-6760,118696.0559,2021-03-01 22:27:11Z
716320,762-54-2442,561-13-2636,59799.13769,2021-06-06 05:10:02Z
705075,174-15-3773,574-27-2386,13012.78632,2021-04-15 16:26:36Z
372455,305-46-6381,736-32-4742,103682.1238,2021-01-07 02:07:43Z
584640,736-31-5657,034-82-4477,65765.90786,2021-08-15 07:32:38Z
387439,745-50-1433,338-58-6732,141976.4146,2021-06-30 02:22:18Z
102123,830-52-1651,431-70-1077,97947.79122,2021-05-08 16:47:49Z
898919,338-58-3601,281-25-1765,119981.8963,2021-03-18 16:34:00Z
636023,248-16-4677,625-82-2217,141720.381,2021-04-22 16:20:46Z
776912,228-00-7826,312-78-2310,145253.882,2021-05-04 21:33:21Z
148968,576-22-2236,430-04-5447,33702.66398,2021-08-31 00:15:34Z
338607,025-44-7058,745-50-1433,174432.2141,2021-01-30 08:18:19Z
709755,236-84-3454,830-52-1651,196786.0777,2021-04-27 11:03:41Z
652978,600-23-4656,745-50-1433,80258.77787,2021-02-04 13:48:10Z
571140,871-10-4712,830-52-1651,8942.632481,2021-08-06 22:19:48Z
948559,785-65-8200,745-50-1433,186350.6329,2021-03-24 11:37:56Z
816101,048-82-5416,830-52-1651,7074.038202,2021-06-01 13:55:50Z
881958,483-67-1026,650-63-6154,166512.5579,2021-02-01 07:28:39Z
965101,525-77-1330,875-13-4278,129524.2734,2021-05-25 21:52:49Z
604430,045-61-4184,566-83-8044,61672.10891,2021-08-23 12:02:09Z
